Location,test_text
九族文化村,"位於南投縣魚池鄉大林村金天巷45號的九族文化村，係由歐洲宮廷花園、歡樂世界與九族山地文化村三大部份組成，佔地62公頃，最高海拔900公尺。擁有臺灣遊樂園8大最─臺灣最高的自由落體、最長的歐洲花園、海拔最高、樹最多、原住民文化最豐富。想在綠樹如蔭的山林間，欣賞九族文化、體驗超刺激與快感的遊樂設施，或者只是看場秀、品嘗原味餐等，歡迎全家來體驗臺灣遊樂園最High的玩法。 歐洲花園由水沙連花園鐘樓與巴洛克式建築的水沙連麗宮所構成，為臺灣最大的歐洲花園；鐘樓是仿英國倫敦海德公園旁的雅伯特紀念館造型所建，是英國維多利亞時期最重要的雕塑建築之一，鐘樓即複製其典雅華麗的造型與石雕群像，每座鐘樓高22公尺，當初創園之初即已規畫預計建在花園的四個角落，但完成的第一座毀於921地震，歷經4年重建，「臺灣最大的歐洲花園鐘樓」夢想，從規畫到落實歷時17年已於民國92年（西元2003）7月底與大家見面，和水沙連麗宮建築遙遙相對。義大利羅馬式雕像與噴泉，加上如茵的草坪與鮮花，歐風濃郁。 歡樂世界包括水舞廣場、阿拉丁廣場、馬雅探險、UFO歷險、金礦山歷險、未來世界、空中纜車、文化廣場等設施，可謂一室內狄斯耐樂園。 空中纜車為臺灣第一座輕載量空中纜車系統，每小時載客量1,600至2,400人，纜車鳥瞰高度最高40公尺。從不同的角度帶你鳥瞰九族文化村全區美景！ 九族山地文化村內分布臺灣十族的建築、圖像、美食、音樂、服飾與生活，從達悟、阿美、泰雅、賽夏、鄒、邵、布農、卑南、魯凱、排灣全都備齊，沿著全程1,865公尺的綠蔭人行步道，石板或木造的各款住屋依原貌、原材具體展現。此外，娜魯灣劇場傳統山地歌舞秀、石音劇場的傳統邵族杵音與各部落不同的傳統技藝表演與山地食物，亦不容錯過。九族文化村已成為臺灣原住民最大型的聚會。"
太平山國家森林遊樂區,位於大同鄉的太平山國家森林遊樂區，面積達一萬兩千餘頃，全區有南湖大山山系、三星山山系、大霸尖山支脈，以盛產紅檜、扁柏聞名，曾與阿里山、八仙山並列為臺灣三大林場之一。其四季風貌皆有所不同，春暖花開時五彩繽紛；秋高氣爽時，日出雲海等風情最讓人難以忘懷。本區海拔高差甚大，兼有亞熱帶至寒帶氣候，各林帶樹種繁雜，材質優美。 區內的景觀包括鳩之澤溫泉（原仁澤溫泉）、森林樂園、森林浴步道、野生動物保護區、翠峰湖等。另外由於高低差的關係，具有四季紅葉植物變化的景致，每到秋季，火紅的楓樹為太平山帶來艷麗的色彩。此外山櫻花、梅、杏、太平山白櫻花等亦隨四季展現不同的風采，十分迷人。
田尾公路花園,田尾公路花園乃指沿「一號省道」之公路，跨田尾、永靖二鄉，園內花卉種類繁多。「菊花不夜城」為此公路最大特色，配合菊花的「短日照」特性，花農必須藉夜間照明，控制花期。每當夜幕低垂時，公路兩旁數以百計的燈火，徹夜通明的奇觀，使花園宛如不夜城，每年12月到翌年2月是公路花園的觀光花季。
打狗英國領事館,建於西元1865年，至今已有150多年歷史，地理位置特殊，座落在海天一色的西子灣山上，可屬美景天成。坐靠打鼓山、前扼高雄港進出之大船、右看西子灣日落、左抱高雄市港全景。本館為後文藝復興時代巴洛克式建築風格，花欄石雕、圓拱設計，她見證了一個半世紀的歷史，經整修後，風華再現，英領風騷；館內亦蘊藏豐富的藝術臻品，使其成為內外兼美的古蹟領事館。這座英國式的建築，設計者為英國人，使用尺寸皆為英碼及英呎。四周的外牆有連續的半圓拱，轉角處的栱較小而牆柱較大，是力學上的強固作用。建築物內設壁爐，並有地下室。整體外觀為連續的半圓栱，使得造型非常富有節奏感。領事館的紅磚從廈門運來，工匠聘自大陸，迴廊的圓栱在夕陽下被映照得更顯古意盎然。竹節狀的落水管是清末洋樓的特色，轉角的磚柱為雙柱並立，構造更為穩固。民國75年（西元1986年）始經考證研究修復，現在內部闢為高雄史蹟文物館，陳列有關打狗開拓及近代史之文獻、照片及模型。遊客至此，除可參觀館內豐富收藏外，館外可西眺大海的點點船影，東望市區及港口，南側有曲折保持完好的古道，處處展現迷人的風采。
三義木雕博物館,三義木雕發展的起源，是鄉民吳進寶先生於民國7年（西元1918年）撿拾枯木回家加工做擺飾，被日本人視為藝術品而喜歡，吳進寶進而與日本人研究如何大量加工生產這些枯木藝術品。早期，三義的木雕多以神像、工藝品為主，近年來，由於個人風格的藝術創作風氣大開，各式各樣題材的雕刻作品不斷的推陳出新，令人嘆為觀止！「三義木雕博物館」臺灣唯一以木雕為專題的公立博物館，該館以收藏展示木雕藝術精品為主，包括各國土著的民族木雕與臺灣木雕藝術等。
東勢林場遊樂區,位於臺中市東勢區，面積200餘公頃，隸屬彰化縣農會，海拔500-700公尺之間，四季景觀分明，三面環山， 一邊臨水，擁有得天獨厚的地理形勢，場內有設備完善的渡假小木屋、兒童遊樂場、露營烤肉區、會議室、全臺第一條森林浴健康步道、農特產展售中心等，極適合全家旅遊、公司團體講習練習。近幾年來，東勢林場一直美化環境，一年四季都有觀賞不盡的花花世界，其中以元月的梅花，1-3月的櫻花、杜鵑花，4-5月的油桐花、11-1月的楓紅季節最為出色，因此有「中部陽明山」之美譽，另外林場更建立了全臺最有名的螢火蟲觀賞處，3-9月的季節都可以看到螢火蟲的蹤跡，林場內並設有解說員，民眾可以多加利用。
延平郡王祠,"延平郡王祠建於清同治年間，位於臺南市開山路，奉祀臺灣開山始祖鄭成功及其部將，為臺灣的重要古蹟。佔地9,400餘坪，庭園修築風格莊嚴典雅，是臺灣少見的「福州式」廟宇建築。西元1661年，鄭成功帶兵在鹿耳門登陸，趕走了荷蘭人，並積極建設臺灣，以做為反清復明的根據地。鄭成功經略臺灣，除設立官署，清查戶籍外，還下令屯田，允許官兵圈地成家，並招募大陸沿海居民來臺開墾。明隆武帝曾賜姓朱，後人多以「國姓爺」稱呼，成為後世朝拜的民族英雄。鄭成功去世後，後人為了感懷他的豐功偉績，特在此地立廟奉祀，尊稱他為「開台聖王」和「開山王」，現在全臺灣的「開台聖王廟」有50餘所之多。各地寺廟祠堂香火不斷，也因此在臺灣留下了深厚的影響與眾多傳說。清同治13年（西元1874年），欽差大臣沈葆楨奉命來臺辦理防務，深入瞭解民意，發現鄭成功對建設臺灣的貢獻，建議建祠紀念。清廷同意後撥款立祠，諡號忠烈，從福州載來工匠、材料，將開山王廟擴建成「福州式」建築，並在正門石匾提「明延平郡王祠」。祠中珍貴文物豐富，尤其為數眾多的清代楹聯，包括沈葆楨手書，筆力雄渾、意義雋永，仍極具歷史價值。位於祠旁的「民族文物館」收藏著許多臺南文物：1樓主要陳列史前文物，說明臺灣與大陸的地緣關係，及先民生活的演進過程。2樓所展覽的多為臺南歷史文物，包括與府城相關的先賢，例如鄭成功、沈葆楨等人的畫像或遺墨。此外，舊日府城的日常生活用品，如街牌、眠床、地契、銀票等均有陳列，讓人深入了解先人生活起居狀況，十分值得一遊。 "
八里左岸,八里區早期因為有豐富的漁業資源，和可耕種的河濱平地，很早就有原住民居住於此，其後成為移墾的據點，並為淡水河口最早發展之商港，後因港口淤積而沒落，但也因此保留濃厚的人文氣息及豐富的自然資源，和淡水河右岸各自呈現不同風貌，成為近來熱門的觀光景點。從八里渡船頭到十三行博物館之間，目前規劃有完善的自行車道，並設置休閒設施以供遊憩，很適合租借腳踏車，沿路賞玩左岸各個景點。挖仔尾紅樹林自然保留區可以觀賞到珍貴濕地生態，包括有紅樹林以及馬鞍藤，蘆葦等多種類的河口植物，每日漲退潮時可以看到各種生物，如彈塗魚、招潮蟹等；挖仔尾也是臺北地區秋冬季賞鳥的一個重要據點，眾多種類的候鳥及留鳥棲息於此，是一個適合全家共遊的自然生態教室。其他值得一遊的景點有：可供乘涼歇息的老榕碉堡、適合騎自行車兜風遊賞淡水河風光的左岸公園、假日常有戶外表演活動的左岸劇場、可供登高望遠的左岸會館，以及保留有原住民珍貴文物的十三行博物館。此外，渡船頭附近的小吃點心也值得一嚐，遊玩之餘，可以品嘗各種特色小吃，大快朵頤；八里左岸各景點間，近年來陸續開設許多富有情調的咖啡館，供遊客悠閒地喝杯咖啡或品嚐美食，也是另一種絕佳的選擇。
四重溪溫泉,四重溪位於屏東縣恆春半島車城鄉東北方，從車城往東走199縣道約在32公里處，即到達四重溪，四重溪溫泉於清光緒年間即被發現，屬沈積岩分布區，因有天然溫泉自地下湧出，故古稱「出湯」，又因此處環山盆地，河川貫穿其間，早期居民出入均由河川涉水，步行四層彎島河川，又俗稱「四重溪」。民國39年（西元1950年）將四重溪改名為「溫泉村」，四重溪溫泉透明潔淨，泉質佳，可浴，屬於鹼性碳酸泉，泉溫以3、4月較高，夏秋較低。
水里蛇窯,這座獨一無二的蛇窯建於民國16年（西元1927年），蛇窯源自大陸福州，由民間經營，故稱民窯，至於官窯則稱龍窯。蛇窯是順著斜坡地以土磚砌成，窯身甚長，遠望如蛇形，故名蛇窯。水里蛇窯是臺灣現有最古老、最具傳統鄉土文化的柴燒窯。這種由坯土和木材共同創出的藝術作品絕非現代化窯製品所能比擬。蛇窯內並特為遊客精心規劃傳統文化介紹和工藝及陶藝作品展示，另有蛇窯茶藝館供遊客休憩品茗。多媒體視聽室介紹陶藝藝術，陶藝教室則讓有興趣的遊客親手一嘗捏陶樂。
外木山情人湖濱海大道,外木山海岸為基隆市轄區僅存最長的天然海岸。自外木山漁港至澳底通村全長約5公里的海岸公路。一側為開闊的海岸景觀，一側為高聳的單面山懸崖，是極富壯麗景色的海岸線。在澳底漁村的沙灘是僅存的沙岸地型，小而美麗，夏日時成為民眾戲水游泳的好去處。夏季的日出是海岸不可多得的美景，坐在岸邊聆聽濤聲，欣賞彩霞萬丈之景，令人心曠神怡。海岸礁岩長年經海水沖蝕，雕塑出奇特的造形，值得民眾深入觀賞體會。外木山步道是基隆市的第一條觀光自行車步道，位於風景優美的外木山濱海地區，是一條寬3公尺、全長只有1.2公里的封閉型步道。在封閉型的自行車觀光步道內，可以安心的在步道內悠閒的散步、慢跑或在步道內騎著腳踏車，享受著迎風吹來陣陣的海風，由於步道就在海岸公路旁，步道臨山傍海，在廣闊的蔚藍海面上，可遠眺遠方的基隆嶼，還可看到來來往往的貨輪航行在海面上，或等待進入基隆港作業卸貨，悠閒的置身在此步道內，想必對紓解緊張的生活壓力有不錯的效果。這裡還可在步道的停車場旁往海邊的小路，到海邊釣魚，坐在岸邊聆聽海浪澎湃的濤聲，還可觀賞海岸礁岩被海浪長年侵蝕，雕塑成各種造型奇特的美麗礁岩，也可以到澳底漁村戲水游泳，如果時間充裕體力許可又想流點汗的話，還可以到步道停車場旁臨山的中山峽谷森林古道，走一趟來回約40至60分鐘，或是到步道末端靠近土地公廟旁的文興森林步道，步道全長950公尺，共花費約30分鐘可到達步道盡頭的情人湖景觀平臺，是遠眺西濱公路及外木山漁港海邊風貌全景的最佳地點。
億載金城,億載金城古稱為「安平大砲臺」或「二鯤鯓砲臺」是為了對抗因牡丹社事件而犯臺的日本軍隊。西元1874年沈葆楨先抵安平，認為應建立大砲臺以保衛府城，因此，西元1876年由法國工程師所設計完成的全臺第一座西式砲臺終於完成，也是全臺第一座配備英國阿姆斯壯大砲的砲臺，臺灣的海防軍事也因此而邁向近代化的一大步。建築形制上，億載金城屬於西洋稜堡式的方形砲臺，四角凸出，中央內凹。環繞砲臺並有護城壕，砲臺上分置大、小砲，城堡中央則為操練場；形制完善、規模宏大，加上砲臺威力強大，億載金城可說是臺灣南北砲臺中，劃時代的重要里程碑。砲臺後遭毀損，曾一度荒廢，後被列為府城名勝之一而加以保存。光復後，大規模整修，形式和材質上已多有改變。但整修後，仍大致可看出當年的規模。外圍城高約2公尺，城垣四周有護城河，林木茂密，由紅磚砌成的圓拱城門則高5公尺，穿過圓拱門，城內所見是綠草如茵，平坦寬廣，並有沈葆楨的紀念銅像及仿製的古炮。
