,Location,phone,address,ip,webisite
710,林班道體驗工廠,049-277-7462,南投縣水里鄉車埕村民權巷4號,120.86543/23.832276,https://www.sunmoonlake.gov.tw/zh-tw/attractions/detail/84
711,美雅家具觀光工廠,06-6817456,臺南市白河區甘宅里101-1號,120.43309/23.382704,http://www.meiyafurniture.com.tw/
712,洲南鹽場,05-347-8817,嘉義縣布袋鎮新厝仔402號,120.16737/23.383929,https://swcoast-nsa.travel/zh-tw/attraction/details/301
713,經國先生紀念堂,08-3623146#102,連江縣南竿鄉清水村136-1號,119.93432/26.150728,https://www.matsu-nsa.gov.tw/user/Attraction-Content.aspx?a=31&l=1
714,馬祖境天后宮,08-3622913,連江縣南竿鄉馬祖村4-1號,119.91687/26.160870,https://www.matsu-nsa.gov.tw/user/Attraction-Content.aspx?a=244&l=1
715,南竿遊客中心,08-3625630,連江縣南竿鄉仁愛村95-2號,119.92742/26.141103,https://www.matsu-nsa.gov.tw/user/Attraction-Content.aspx?a=64&l=1
716,布農部落休閒農場,089-561211,臺東縣延平鄉桃源村11鄰191號,121.09086/22.905648,https://www.erv-nsa.gov.tw/user/Article.aspx?Lang=1&SNo=03000148
717,北寮遊憩區,06-921-6521,澎湖縣湖西鄉北寮村,119.67175/23.598599,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=0947d150-504e-425c-9920-cd5fa2652527&language=1028&SearchAdvanced=false
718,福源老茶廠,03-4792533,桃園市龍潭區竹龍路590巷56號,121.19963/24.865188,https://www.fuyuan-tea.com/
719,津沙聚落,08-3625630,連江縣南竿鄉津沙村,119.91320/26.146136,https://www.matsu-nsa.gov.tw/user/Attraction-Content.aspx?a=39&l=1
720,小門地質館,06-998-2988,澎湖縣西嶼鄉11-12號,119.51723/23.653902,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=0ed68fac-2953-40d0-b313-71fde899328e&Keyword=%e5%b0%8f%e9%96%80&SortType=1&SearchAdvanced=False&Language=1028
721,中央老街,06-921-6521,澎湖縣馬公市中央街,119.56487/23.564864,https://www.penghu-nsa.gov.tw/TravelInformationSceneryDetailC001200.aspx?Cond=fc0fbcca-8b66-4629-8d5b-694881eb5e3f&language=1028&SearchAdvanced=false
722,成功海洋環境教室,0978-236307,臺東縣成功鎮港邊路1-5號1樓,121.38289/23.09766,https://www.eastcoast-nsa.gov.tw/zh-tw/Attractions/Detail/240
723,都蘭紅糖文化園區,089-530187,臺東縣東河鄉都蘭村61號,121.22654/22.872392,https://www.eastcoast-nsa.gov.tw/zh-tw/Attractions/Detail/34
724,嶺頂公園,06-6823481,臺南市白河區關嶺里28-3號,120.50349/23.338281,https://www.twtainan.net/zh-tw/Attractions/Detail/591
725,新元昌紅茶產業文化館,089-551016,臺東縣鹿野鄉永安村永安路451號,121.11976/22.932797,http://www.089551016.com/
726,北竿遊客中心,08-3656531,連江縣北竿鄉坂里村47號,119.97456/26.216276,https://www.matsu-nsa.gov.tw/user/Attraction-Content.aspx?a=49&l=1
727,鄒族自然與文化中心,05-251-1982,嘉義縣阿里山鄉達邦村一鄰21號,120.74937/23.453945,Oops!
728,李子園小舖,06-6863327,臺南市東山區高原里李子園93號,120.50625/23.286907,https://www.siraya-nsa.gov.tw/mainweb/article.aspx?L=1&SNO=04003042
729,庫巴(男子集會所),05-259-3900,嘉義縣阿里山鄉達邦村,120.74960/23.454884,https://www.ali-nsa.net/zh-tw/attractions/detail/188
730,大漢據點,08-3625630,連江縣南竿鄉仁愛村95-1號,119.92814/26.142001,https://www.matsu-nsa.gov.tw/user/Attraction-Content.aspx?a=40&l=1
731,戰爭和平紀念館,08-3625631,連江縣北竿鄉北竿戰爭和平紀念園區,120.00854/26.220592,https://www.matsu-nsa.gov.tw/user/Attraction-Content.aspx?a=402&l=1
732,日警官舍,05-259-3900,嘉義縣阿里山鄉達邦村,120.74892/23.453702,https://www.ali-nsa.net/zh-tw/attractions/detail/186
733,綠島燈塔,089-672540,臺東縣綠島鄉中寮村燈塔1號,121.46647/22.67656,https://lighthouse.motcmpb.gov.tw/lighthouse_3_12.html
734,臺北市立兒童新樂園,02-2833-3823轉105、106,臺北市士林區承德路五段55號,121.51513/25.096667,https://www.tcap.taipei/
735,大溪中正公園,(03)332-2101,桃園市大溪區普濟路,121.28500/24.884996,https://travel.tycg.gov.tw/zh-tw/Travel/Attraction/395
736,立法院議政博物館,"04-22172900轉3571,3572",臺中市霧峰區中正路734號,120.70008/24.053330,https://aam.ly.gov.tw
737,富岡老街,(03)332-2101#6209,桃園市楊梅區中正路、信義路、民生街,121.08227/24.93642,https://travel.tycg.gov.tw/zh-tw/travel/attraction/977
738,圳頭里軍史公園,(03)332-2101#6209,桃園市大園區古亭路,121.1967/25.09342,https://travel.tycg.gov.tw/zh-tw/travel/attraction/1427
739,郭元益糕餅博物館,(03)496-2201#1,桃園市楊梅區幼獅工業區青年路9巷3號,121.16736/24.928922,https://travel.tycg.gov.tw/zh-tw/travel/attraction/118
740,范姜老屋群,(03)477-7343,桃園市新屋區中正路110巷1、2、3、6、9號,121.10444/24.976194,https://travel.tycg.gov.tw/zh-tw/travel/attraction/308
741,稻米故事館,(03)477-2124#202,桃園市新屋區中華路242號（新屋區農會內）,121.10758/24.972325,https://travel.tycg.gov.tw/zh-tw/travel/attraction/976
742,功維敘隧道,037-331-910,苗栗縣苗栗市貓裏山公園旁,120.81096/24.554356,https://tunnel.work.idv.tw/
743,六堆客家文化園區,08-723-0100,屏東縣內埔鄉建興村信義路588號,120.55881/22.658418,https://thcdc.hakka.gov.tw/wSite/mp?mp=3
744,臺灣蠶蜂昆蟲教育園區,037-222-111,苗栗縣公館鄉館南村261號,120.82548/24.495490,https://www.mdais.gov.tw/index.php
745,美濃湖,07-681-2433,高雄市美濃區民權路與泰安路交叉口附近,120.55453/22.908059,https://khh.travel/Article.aspx?a=6853&l=1&stype=1057&sitem=4102
746,美濃客家文物館,07-681-8338,高雄市美濃區民族路49-3號,120.55754/22.911074,https://meeinonghakka.kcg.gov.tw/Default.aspx
747,明德水庫風景區,037-985-558,苗栗縣銅鑼鄉九湖村銅科南路6號,120.77124/24.462385,https://thcdc.hakka.gov.tw/wSite/mp?mp=1
748,臺灣客家文化館,037-335-911,苗栗縣頭屋鄉明德村54號,120.88677/24.584586,https://miaolitravel.net/article.aspx?sNo=04004654
749,台灣油礦陳列館,037-221-300#235,苗栗縣公館鄉開礦村36號,120.85601/24.460023,http://chk.cpc.com.tw/index.html
750,屏東縣客家文物館,08-769-4722,屏東縣竹田鄉西勢村龍門路97號,120.52319/22.618267,http://pthkm.org.tw/
751,鄉土藝術館(邱家古厝),08-722-7699,屏東縣屏東市田寮巷26號,120.50721/22.673188,https://www.cultural.pthg.gov.tw/p09_2.aspx?ID=7
752,捎來步道,04-2595-1496,臺中市和平區捎來步道,121.00572/24.205635,https://www.trimt-nsa.gov.tw/areadetail?id=769
753,玉富自行車道,03-8821725(羅山管理站),玉富自行車道,121.31115/23.328684,https://www.erv-nsa.gov.tw/zh-tw/attractions/detail/196
754,六堆忠義亭,08-778-1508,屏東縣竹田鄉西勢村龍門路99號,120.52338/22.617692,https://www.pthg.gov.tw/townjtt/Content_List.aspx?n=7E40FC6F47972126
